Species	Region	Strain	Sex	Replicate	Activitive_Post_30mins	Activitive_Post_1hr	Activitive_Post_2hr	Activitive_Post_4hr	Activitive_Post_24hr	uW/cm2	Date_UV	Vials_Date	Vial_Check	UV_start_(mins)	Total_MP4_Time	1st_felled	2nd_Felled	3rd_Felled	4th_felled	5th_felled	Temp_min	Temp_Max	Delta_Temp
Dyak	Island_Dyak	1.19.23	male	1	"0a,,,"	"0a,,,"	"0a,,,"	",1b,,"	",1b,,"	1943	3/11/2021	3/8/2021	Check	0.5	30:31:00	11.6	17.55	17.8	20.9	29.66666667	24.1	29.7	5.6
Dyak	Island_Dyak	1.19.23	female	1	"1a,,,"	"1a,,,"	"1a,,,"	",1b,,"	",2b,,"	1943	3/11/2021	3/8/2021	Check	0.5	30:31:00	24.01666667	24.16666667	25.36666667	29.4	29.98333333	24.1	29.7	5.6
Dyak	Island_Dyak	1.19.23	male	2	"0a,,,"	"0a,,,"	"0a,,,"	",4b,,"	",3b,,"	1943	3/11/2021	3/8/2021	Check	0.066666667	30:20:00	21.78333333	22.68333333	24.05	26.93333333	29.5	21.9	25.7	3.8
Dyak	Island_Dyak	1.19.23	female	2	"1a,,,"	",1b,,"	"1a,,,"	",3b,,"	",1b,,"	1943	3/11/2021	3/8/2021	Check	0.066666667	30:20:00	18.23333333	20.9	27.58333333	28	29.91666666	21.9	25.7	3.8
Dyak	Island_Dyak	1.19.23	male	3	"0a,,,"	"0a,,,"	",1b,,"	",2b,,"	"0a,,,"	1943	3/11/2021	3/8/2021	Check	0.133333333	30:53:00	14.85	15.78333334	18.71666667	19.23333334	20.63333334	22.2	23.9	1.7
Dyak	Island_Dyak	1.19.23	female	3	"0a,,,"	",2b,,"	",1b,,"	",1b,,"	",2b,,"	1943	3/11/2021	3/8/2021	Check	0.133333333	30:53:00	3.016666667	14.18333334	18.56666667	25.76666667	30.13333334	22.2	23.9	1.7
Dyak	Island_Dyak	1.19.23	male	4	",1b,,"	",1b,,"	",1b,,"	",1b,,"	"1a,2b,,"	1943	3/11/2021	3/8/2021	Check	0.133333333	30:53:00	19.35	20.86666667	25.1	25.43333334	30.13333334	22.2	23.9	1.7
Dyak	Island_Dyak	1.5	female	1	"0a,,,"	"1a,,,"	",1b,,"	",2b,,"	",3b,,"	1943	3/11/2021	3/8/2021	Check	0.133333333	30:53:00	17.91666667	21.43333334	22.13333334	23.26666667	25.71666667	22.2	23.9	1.7
Dyak	Island_Dyak	7.21.1	female	1	"0a,,,"	"0a,,,"	"0a,,,"	"0a,,,"	"0a,,,"	1943	3/11/2021	3/8/2021	Check	0.15	30:13:00	16.6	18	21.21666667	21.8	24.9	22.3	23.4	1.1
Dyak	Mainland_Dyak	Cameroon115	female	1	"1a,,,"	",1b,,"	"1a,,,"	",2b,,"	",2b,,"	1943	3/11/2021	3/8/2021	Check	0.15	30:13:00	20.13333333	21.18333333	21.25	22.06666667	29.6	22.3	23.4	1.1
Dyak	Mainland_Dyak	Cameroon115	male	1	"0a,,,"	"0a,,,"	"0a,,,"	"0a,,,"	"0a,,,"	1943	3/11/2021	3/8/2021	Check	0.15	30:13:00	13.96666667	14.21666667	17.31666667	18.1	18.96666667	22.3	23.4	1.1
Dyak	Mainland_Dyak	Cameroon115	male	2	"0a,,,"	"0a,,,"	"0a,,,"	"0a,,,"	"0a,,,"	1943	3/11/2021	3/8/2021	Check	0.15	30:13:00	13.66666667	16.03333333	16.06666667	16.7	16.88333333	22.3	23.4	1.1
Dyak	Mainland_Dyak	Cameroon115	male	4	"0a,,,"	"0a,,,"	"0a,,,"	"0a,,,"	"0a,,,"	1916	3/12/2021	3/9/2021	Check	0.1	30:20:00	10.66666667	10.7	13.81666667	16.15	18.43333333	21.7	24	2.3
Dyak	Island_Dyak	Cascade19.16	female	2	"0a,,,"	"0a,,,"	",3b,,"	",4b,,"	",4b,,"	1916	3/12/2021	3/9/2021	Check	0.1	30:20:00	13.23333333	14.3	14.76666667	15.4	21.58333333	21.7	24	2.3
Dyak	Island_Dyak	St72.14	female	1	"3a,,,"	"1a,3b,,"	",4b,,"	"2a,2b,,"	"2a,,,"	1916	3/12/2021	3/9/2021	Check	0.1	30:20:00	10.83333333	22.36666667	27.81666667	27.98333333	30.01666667	21.7	24	2.3
Dyak	Island_Dyak	St72.14	male	1	",4b,,"	",4b,,"	",2b,2i,"	",4b,,"	",2b,2i,"	1916	3/12/2021	3/9/2021	Check	0.1	30:20:00	17.15	19.86666667	25.8	26.65	27.55	21.7	24	2.3
Dyak	Island_Dyak	1.19.23	female	4	"4a,,,"	"3a,1b,,"	",4b,,"	"1a,3b,,"	",3b,1i,"	1917	3/18/2021	3/15/2021	Check	0.2	30:13:00	26.75	29.25	29.71666667	29.83333333	30.01666667	21.9	23.4	1.5
Dyak	Island_Dyak	1.19.23	female	5	",2b,,"	",1b,,"	",2b,,"	",3b,,"	",1b,1i,"	1917	3/18/2021	3/15/2021	Check	0.2	30:13:00	21.21666667	22.31666667	23.85	23.98333333	27.88333333	21.9	23.4	1.5
Dyak	Island_Dyak	1.19.23	male	5	"0a,,,"	"0a,,,"	",1b,,"	",1b,,"	",2b,,"	1917	3/18/2021	3/15/2021	Check	0.2	30:13:00	19.96666667	20.56666667	20.73333333	25.66666667	27.45	21.9	23.4	1.5
Dyak	Island_Dyak	1.5	female	2	"4a,,,"	"2a,2b,,"	"2a,2b,,"	"3a,1b,,"	"1a,1b,,"	1917	3/18/2021	3/15/2021	Check	0.2	30:13:00	28.03333333	28.78333333	29.4	30.01666667	30.01666667	21.9	23.4	1.5
Dyak	Island_Dyak	1.5	female	3	"1a,,,"	"1a,,,"	"1a,,,"	"1a,,,"	"1a,,,"	1917	3/18/2021	3/15/2021	Check	0.2	30:13:00	9.633333333	11.53333333	12.75	13.66666667	30.01666667	21.9	23.4	1.5
Dyak	Island_Dyak	1.5	female	4	"2a,,,"	"3a,,,"	"2a,1b,,"	"1a,2b,,"	"1a,2b,,"	1917	3/18/2021	3/15/2021	Check	0.2	30:13:00	18.76666667	21.3	22.91666667	29.93333333	30.01666667	21.9	23.4	1.5
Dyak	Island_Dyak	1.5	male	1	",2b,,"	"2a,,,"	",2b,,"	",2b,,"	",1b,2i,"	1917	3/18/2021	3/15/2021	Check	0.2	30:13:00	12.1	19.43333333	22.58333333	24.26666667	24.36666667	21.9	23.4	1.5
Dyak	Island_Dyak	1.5	female	5	",2b,,"	",3b,,"	"1a,2b,,"	"1a,1b,,"	",2b,,"	1903	3/19/2021	3/16/2021	Check	0.083333333	30:17:00	19.4	27.88333334	28.08333334	29.23333334	29.46666667	21.5	22.8	1.3
Dyak	Island_Dyak	1.5	male	2	",2b,,"	",3b,,"	",3b,,"	",1b,1i,"	"0a,,,"	1903	3/19/2021	3/16/2021	Check	0.083333333	30:17:00	16.78333334	16.88333334	24.48333334	27.28333334	30.1	21.5	22.8	1.3
Dyak	Island_Dyak	1.5	male	3	",1b,,"	",1b,,"	",1b,,"	"0a,,,"	"0a,,,"	1903	3/19/2021	3/16/2021	Check	0.083333333	30:17:00	10.21666667	20.1	20.73333334	22.1	23.83333334	21.5	22.8	1.3
Dyak	Island_Dyak	1.5	male	4	"0a,,,"	"0a,,,"	"0a,,,"	"0a,,,"	"0a,,,"	1903	3/19/2021	3/16/2021	Check	0.083333333	30:17:00	10.01666667	14.2	17.11666667	17.46666667	20.2	21.5	22.8	1.3
Dyak	Island_Dyak	1.5	male	5	"0a,,,"	"0a,,,"	"0a,,,"	"0a,,,"	"0a,,,"	1903	3/19/2021	3/16/2021	Check	0.083333333	30:17:00	5.133333334	10.75	15.56666667	20.11666667	20.53333334	21.5	22.8	1.3
Dyak	Island_Dyak	7.21.1	female	2	"2a,2b,,"	"2a,1b,,"	"2a,2b,,"	"2a,2b,,"	"2a,,,"	1903	3/19/2021	3/16/2021	Check	0.083333333	30:17:00	27.21666667	28.2	28.38333334	30.13333334	30.13333334	21.5	22.8	1.3
Dyak	Island_Dyak	7.21.1	male	1	",3b,,"	",3b,,"	",3b,,"	",2b,1i,"	",1b,,"	1903	3/19/2021	3/16/2021	Check	0.083333333	30:17:00	27.1	28.33333334	28.41666667	29.33333334	29.71666667	21.5	22.8	1.3
Dyak	Mainland_Dyak	Cameroon115	female	4	"1a,,,"	"1a,,1i,"	",1b,1i,"	"1a,1b,,"	"1a,1b,,"	1957	3/25/2021	3/22/2021	Check	0.166666667	30:23:00	20.95	21.31666666	22.4	23.11666666	24.56666666	21.9	23.1	1.2
Dyak	Mainland_Dyak	Cameroon115	female	5	",1b,,"	",1b,,"	",1b,,"	",1b,,"	"0a,,,"	1957	3/25/2021	3/22/2021	Check	0.166666667	30:23:00	10.11666666	21.43333333	22.3	23.01666666	23.33333333	21.9	23.1	1.2
Dyak	Island_Dyak	St72.14	female	2	"0a,,,"	"0a,,,"	",1b,,"	"0a,,,"	",1b,,"	1957	3/25/2021	3/22/2021	Check	0.166666667	30:23:00	11.26666666	18.96666666	20.88333333	23.33333333	28.73333333	21.9	23.1	1.2
Dyak	Island_Dyak	St72.14	female	3	"1a,2b,,"	"1a,3b,,"	"1a,2b,1i,"	"1a,2b,1i,"	"1a,,2i,"	1957	3/25/2021	3/22/2021	Check	0.166666667	30:23:00	15.6	25.6	27.43333333	28.63333333	30.1	21.9	23.1	1.2
Dyak	Island_Dyak	St72.14	male	2	"0a,,,"	"0a,,,"	"0a,,,"	"0a,,,"	"0a,,,"	1957	3/25/2021	3/22/2021	Check	0.166666667	30:23:00	17.83333333	17.93333333	18.58333333	19	21	21.9	23.1	1.2
Dyak	Island_Dyak	St72.14	male	3	",2b,,"	",2b,1i,"	",2b,,"	",,1i,"	",,2i,"	1957	3/25/2021	3/22/2021	Check	0.166666667	30:23:00	13.73333333	16.4	18.9	19.98333333	25.93333333	21.9	23.1	1.2
Dyak	Island_Dyak	7.21.1	male	2	"1a,,,"	"1a,,1i,"	"1a,,1i,"	"1a,,1i,"	"1a,,,"	1920	3/26/2021	3/23/2021	Check	0.333333333	30:23:00	27.98333334	28.46666667	29.86666667	29.28333334	30.05	21.6	23.6	2
Dyak	Mainland_Dyak	Cameroon115	male	5	"0a,,,"	"0a,,,"	"0a,,,"	"0a,,,"	"0a,,,"	1920	3/26/2021	3/23/2021	Check	0.333333333	30:23:00	17.28333334	17.76666667	19.56666667	20.76666667	23.1	21.6	23.6	2
Dyak	Island_Dyak	St72.14	female	4	"3a,,,"	"3a,,,"	"3a,,,"	"3a,,,"	"3a,,,"	1920	3/26/2021	3/23/2021	Check	0.333333333	30:23:00	7.616666667	17.03333334	30.05	30.05	30.05	21.6	23.6	2
Dyak	Island_Dyak	St72.14	female	5	"2a,,,"	"3a,1b,,"	"1a,3b,,"	"3a,,,"	"2a,1b,,"	1920	3/26/2021	3/23/2021	Check	0.333333333	30:23:00	15.96666667	25.11666667	30.05	30.05	30.05	21.6	23.6	2
Dyak	Island_Dyak	7.21.1	female	4	"2a,,,"	"2a,,,"	"2a,,1i,"	"2a,,1i,"	"2a,,2i,"	1892	4/1/2021	3/29/2021	Check	0.216666667	30:14:00	27.18333333	27.43333333	29.38333333	30.01666666	30.01666666	22.7	24.7	2
Dyak	Island_Dyak	Cascade19.16	female	4	"2a,,,"	"2a,,,"	"2a,2b,1i,"	"2a,,1i,"	"4a,,,"	1892	4/1/2021	3/29/2021	Check	0.216666667	30:14:00	20.08333333	28.46666666	29.78333333	29.88333333	30.01666666	22.7	24.7	2
Dyak	Island_Dyak	Cascade19.16	female	5	",,3i,"	",2b,,"	",4b,,"	",3b,,"	"1a,1b,,"	1892	4/1/2021	3/29/2021	Check	0.216666667	30:14:00	22.93333333	24.88333333	28.96666666	29	29.98333333	22.7	24.7	2
Dyak	Island_Dyak	Cascade19.16	male	1	"0a,,,"	"0a,,,"	"0a,,,"	",,1i,"	",,1i,"	1892	4/1/2021	3/29/2021	Check	0.216666667	30:14:00	25.75	27.36666666	27.56666666	28.13333333	29.98333333	22.7	24.7	2
Dsan	Dsan	OBAT1400.5	female	1	"0a,,,"	",,1i,"	",,2i,"	",,2i,"	",,3i,"	1892	4/1/2021	3/29/2021	Check	0.216666667	30:14:00	17.01666666	17.13333333	18.73333333	19.11666666	21.01666666	22.7	24.7	2
Dsan	Dsan	Thera2005	male	1	"0a,,,"	"0a,,,"	"0a,,,"	"0a,,,"	"0a,,,"	1892	4/1/2021	3/29/2021	Check	0.216666667	30:14:00	15.93333333	16.43333333	22.03333333	23.26666666	23.63333333	22.7	24.7	2
Dsan	Dsan	Thera6	female	1	"3a,1b,,"	"4a,,,"	"4a,,,"	"1a,3b,1i,"	"1a,3b,,"	1892	4/1/2021	3/29/2021	Check	0.216666667	30:14:00	23.01666666	24.15	26.55	29.88333333	30.01666666	22.7	24.7	2
Dyak	Island_Dyak	7.21.1	female	5	"5a,,,"	"5a,,,"	"2a,3b,,"	"4a,1b,,"	"3a,,1i,"	1810	4/15/2021	4/12/2021	Check	0.1	30:07:00	27.98333333	28.6	28.85	28.93333333	30.01666667	22.5	24	1.5
Dsan	Dsan	B1300.5	female	1	"2a,1b,,"	"1a,2b,,"	"2a,1b,,"	"2a,1b,,"	"2a,1b,,"	1810	4/15/2021	4/12/2021	Check	0.1	30:07:00	10.15	27.2	29.58333333	30.01666667	30.01666667	22.5	24	1.5
Dsan	Dsan	CAR1490.6	female	2	"1a,1b,,"	"1a,,1i,"	"1a,,1i,"	"1a,,1i,"	"1a,1b,1i,"	1810	4/15/2021	4/12/2021	Check	0.1	30:07:00	17.03333333	22.5	24.58333333	25.18333333	29.98333333	22.5	24	1.5
Dsan	Dsan	CAR1490.6	male	2	",3b,,"	"4a,,,"	"1a,3b,,"	",4b,,"	",4b,,"	1810	4/15/2021	4/12/2021	Check	0.1	30:07:00	26.48333333	26.88333333	27.76666667	28.76666667	30.01666667	22.5	24	1.5
Dyak	Island_Dyak	7.21.1	male	3	"1a,,1i,"	"1a,,,"	"1a,,,"	"1a,,,"	"1a,,,"	1890	4/16/2021	4/13/2021	Check	0.1	30:09:00	26.4	26.63333333	28.25	29.26666667	30.05	21.7	23.9	2.2
Dsan	Island_Dyak	Cascade19.16	male	2	"3a,,1i,"	"3a,,,"	"3a,2b,,"	"3a,,,"	"3a,,,"	1890	4/16/2021	4/13/2021	Check	0.1	30:09:00	19.13333333	28.31666667	30.05	30.05	30.05	21.7	23.9	2.2
Dyak	Island_Dyak	St72.14	male	5	"2a,,3i,"	"2a,3b,,"	"3a,2b,,"	"3a,2b,,"	"2a,3b,,"	1890	4/16/2021	4/13/2021	Check	0.1	30:09:00	29.31666667	29.73333333	30.05	30.05	30.05	21.7	23.9	2.2
Dsan	Dsan	1300.13	female	1	"1a,4b,,"	"2a,2b,1i,"	"1a,3b,1i,"	",4b,1i,"	",4b,1i,"	1890	4/16/2021	4/13/2021	Check	0.1	30:09:00	22.05	23.01666667	24.11666667	26.55	27.2	21.7	23.9	2.2
Dsan	Dsan	B1300.5	female	3	"4a,1b,,"	"3a,2b,,"	"4a,1b,,"	"4a,,1i,"	"4a,,1i,"	1890	4/16/2021	4/13/2021	Check	0.1	30:09:00	24.35	28.4	29.63333333	29.91666667	30.05	21.7	23.9	2.2
Dsan	Dsan	CAR1490.6	male	3	"2a,1b,,"	"1a,3b,1i,"	"2a,2b,1i,"	"2a,3b,,"	",3b,1i,"	1890	4/16/2021	4/13/2021	Check	0.1	30:09:00	25.08333333	27.58333333	28.11666667	29.61666667	30.03333333	21.7	23.9	2.2
Dsan	Dsan	B1300.5	male	2	"1a,2b,,"	"1a,1b,,"	"1a,1b,1i,"	"2a,,1i,"	"1a,2b,1i,"	1886	4/22/2021	4/19/2021	Check	0.133333333	30:24:00	19.81666667	20.11666667	23.55	24.1	28.73333334	21.5	23.9	2.4
Dsan	Dsan	CAR1490.6	female	3	"0a,,,"	",,2i,"	",2b,,"	",,2i,"	",1b,,"	1886	4/22/2021	4/19/2021	Check	0.133333333	30:24:00	19.2	20.63333334	21.1	21.26666667	24.26666667	21.5	23.9	2.4
Dsan	Dsan	CAR1490.6	male	4	",,1i,"	",,1i,"	",,1i,"	",1b,,"	",1b,1i,"	1886	4/22/2021	4/19/2021	Check	0.133333333	30:24:00	11.63333334	18.21666667	19.05	19.31666667	22.01666667	21.5	23.9	2.4
Dsan	Dsan	line2	female	1	",2b,,"	",2b,,"	",2b,1i,"	",2b,,"	",2b,,"	1886	4/22/2021	4/19/2021	Check	0.133333333	30:24:00	10.63333334	15.33333334	15.55	21.75	25.65	21.5	23.9	2.4
Dsan	Dsan	line2	male	1	"0a,,,"	",,2i,"	",,3i,"	",3b,,"	",2b,,"	1886	4/22/2021	4/19/2021	Check	0.133333333	30:24:00	12.05	16.58333334	19.23333334	21.26666667	27.06666667	21.5	23.9	2.4
Dsan	Dsan	OBAT1200.5	female	1	"3a,2b,,"	"2a,1b,,"	"1a,3b,1i,"	"1a,4b,,"	"1a,2b,1i,"	1886	4/22/2021	4/19/2021	Check	0.133333333	30:24:00	20.58333334	20.85	28.76666667	29.63333334	30	21.5	23.9	2.4
Dsan	Dsan	line2	female	2	"3a,1b,,"	"3a,2b,,"	"2a,3b,,"	"3a,,,"	"3a,,,"	1937	4/23/2021	4/20/2021	Check	0.183333333	30:29:00	28.88333334	29.68333334	29.93333334	29.93333334	29.93333334	22.2	23.9	1.7
Dsan	Dsan	CAR1490.6	male	5	"1a,2b,2i,"	"1a,,,"	"1a,1b,,"	"1a,,2i,"	",1b,,"	1937	4/23/2021	4/20/2021	Check	0.183333333	30:29:00	18.71666667	22.43333334	24.33333334	28.31666667	29.93333334	22.2	23.9	1.7
Dsan	Dsan	CAR1490.6	female	4	"1a,,2i,"	",,2i,"	"0a,,,"	",,1i,"	"0a,,,"	1937	4/23/2021	4/20/2021	Check	0.183333333	30:29:00	8.183333334	14.8	24.35	24.48333334	28.05	22.2	23.9	1.7
Dsan	Dsan	B1300.5	female	4	",1b,,"	",2b,,"	",,2i,"	",,2i,"	",1b,2i,"	1937	4/23/2021	4/20/2021	Check	0.183333333	30:29:00	16.61666667	17	18.75	21.26666667	27.68333334	22.2	23.9	1.7
Dsan	Dsan	OBAT1200.5	female	2	"1a,1b,2i,"	"1a,3b,1i,"	"1a,2b,2i,"	"1a,3b,1i,"	"1a,2b,,"	1937	4/23/2021	4/20/2021	Check	0.183333333	30:29:00	21.18333334	24.4	24.75	26.75	29.93333334	22.2	23.9	1.7
Dsan	Dsan	B1300.5	male	4	"1a,2b,,"	"1a,2b,,"	"1a,2b,,"	"1a,2b,,"	"1a,,,"	1904	5/3/2021	4/30/2021	Check	0.25	30:15:00	16.65	21.68333333	23.45	28.5	29.21666667	21.8	23	1.2
Dsan	Dsan	CAR1490.6	female	5	"1a,,,"	"1a,,,"	"1a,1b,,"	"1a,,1i,"	"2a,,,"	1904	5/3/2021	4/30/2021	Check	0.25	30:15:00	15.53333333	22.16666667	22.46666667	23.8	29.95	21.8	23	1.2
Dsan	Dsan	line2	male	2	"1a,1b,,"	"1a,2b,,"	"1a,,1i,"	"1a,,2i,"	",2b,1i,"	1904	5/3/2021	4/30/2021	Check	0.25	30:15:00	22.73333333	26.91666667	27.01666667	28.95	30	21.8	23	1.2
Dsan	Dsan	OBAT1200.5	male	1	"3a,1b,,"	"3a,1b,,"	"3a,1b,,"	"2a,1b,1i,"	"2a,2b,,"	1904	5/3/2021	4/30/2021	Check	0.25	30:15:00	23.9	24.06666667	29.91666667	30	30	21.8	23	1.2
Dsan	Dsan	OBAT1400.5	female	3	"1a,1b,,"	"1a,1b,1i,"	",1b,2i,"	",1b,2i,"	",,1i,"	1904	5/3/2021	4/30/2021	Check	0.25	30:15:00	12.11666667	14.08333333	19.4	21.38333333	24.75	21.8	23	1.2
Dsan	Dsan	OBAT1400.5	male	1	"1a,,,"	"1a,,2i,"	"1a,,,"	"1a,,2i,"	"1a,1b,,"	1904	5/3/2021	4/30/2021	Check	0.25	30:15:00	15.46666667	17.01666667	18.38333333	23.03333333	29.41666667	21.8	23	1.2
Dyak	Island_Dyak	7.21.1	female	6	"5a,,,"	",4b,1i,"	"1a,4b,,"	"3a,1b,1i,"	"3a,2b,,"	1891	5/7/2021	5/4/2021	Check	0.316666667	30:20:00	30	30	30	30	30	21.6	22.9	1.3
Dyak	Island_Dyak	Cascade19.16	female	6	"3a,1b,,"	"3a,1b,,"	"3a,1b,,"	"4a,,,"	"3a,,1i,"	1891	5/7/2021	5/4/2021	Check	0.316666667	30:20:00	18.81666666	30	30	30	30	21.6	22.9	1.3
Dsan	Dsan	B1300.5	female	5	",3b,,"	"1a,2b,,"	",3b,,"	"1a,2b,1i,"	",2b,1i,"	1891	5/7/2021	5/4/2021	Check	0.316666667	30:20:00	14.9	14.95	17.88333333	26.93333333	28.65	21.6	22.9	1.3
Dsan	Dsan	B1300.5	male	5	",1b,1i,"	",2b,,"	",2b,,"	",1b,2i,"	",2b,1i,"	1891	5/7/2021	5/4/2021	Check	0.316666667	30:20:00	13.5	15.5	16.56666666	20.4	20.45	21.6	22.9	1.3
Dyak	Island_Dyak	7.21.1	male	4	"0a,,,"	"0a,,,"	"0a,,,"	"0a,,,"	"0a,,,"	1854	5/13/2021	5/10/2021	Check	0.233333333	30:20:00	21.55	25.25	27.01666667	28.73333334	29.1	22.6	24.1	1.5
Dyak	Island_Dyak	7.21.1	male	5	"0a,,,"	"0a,,,"	"1a,,,"	",,1i,"	"0a,,,"	1854	5/13/2021	5/10/2021	Check	0.233333333	30:20:00	14.1	14.51666667	16.95	20.88333334	20.95	22.6	24.1	1.5
Dsan	Dsan	CAR1490.6	male	6	",,1i,"	",,1i,"	"0a,,,"	",,2i,"	"0a,,,"	1854	5/13/2021	5/10/2021	Check	0.233333333	30:20:00	16.26666667	22.55	23.51666667	24.8	24.86666667	22.6	24.1	1.5
Dsan	Dsan	line2	male	3	"2a,2b,,"	"2a,1b,,"	"3a,1b,1i,"	"1a,4b,,"	"2a,2b,1i,"	1854	5/13/2021	5/10/2021	Check	0.233333333	30:20:00	14.13333334	22.21666667	24.36666667	29.95	30.1	22.6	24.1	1.5
Dsan	Dsan	Thera6	male	1	"1a,,2i,"	"2a,1b,,"	",2b,1i,"	"1a,2b,1i,"	",1b,1i,"	1854	5/13/2021	5/10/2021	Check	0.233333333	30:20:00	16.08333334	19.03333334	21.91666667	22.08333334	26.2	22.6	24.1	1.5
Dsan	Dsan	1300.13	female	2	",4b,,"	",4b,1i,"	"1a,3b,1i,"	",2b,1i,"	",3b,2i,"	1913	6/4/2021	6/1/2021	Check	0.2	30:09:00	21.21666667	22.83333333	23.65	23.66666667	27.8	21.8	24.5	2.7
Dsan	Dsan	1300.13	male	1	"3a,2b,,"	"4a,1b,,"	"4a,1b,,"	"3a,1b,,"	"3a,1b,,"	1913	6/4/2021	6/1/2021	Check	0.2	30:09:00	26.63333333	26.96666667	28.41666667	29	29.38333333	21.8	24.5	2.7
Dsan	Dsan	1300.13	female	3	"1a,4b,,"	"1a,3b,,"	",1b,3i,"	"1a,2b,2i,"	"2a,,3i,"	1913	6/4/2021	6/1/2021	Check	0.2	30:09:00	19.45	20.51666667	24.33333333	24.65	28.51666667	21.8	24.5	2.7
Dsan	Dsan	OBAT1200.5	female	3	",4b,,"	",4b,,"	",3b,1i,"	",4b,,"	",3b,1i,"	1913	6/4/2021	6/1/2021	Check	0.2	30:09:00	18.51666667	22.6	24.13333333	24.58333333	25.3	21.8	24.5	2.7
Dsan	Dsan	OBAT1200.5	male	2	"1a,,1i,"	"1a,,1i,"	"1a,,1i,"	",2b,2i,"	"1a,,1i,"	1913	6/4/2021	6/1/2021	Check	0.2	30:09:00	18.06666667	18.9	25.71666667	26.98333333	29.66666667	21.8	24.5	2.7
Dsan	Dsan	OBAT1400.5	male	2	"5a,,,"	"5a,,,"	"5a,,,"	"3a,2b,1i,"	"3a,2b,,"	1913	6/4/2021	6/1/2021	Check	0.2	30:09:00	27.35	29.95	29.95	29.95	29.95	21.8	24.5	2.7
Dsan	Dsan	OBAT1400.5	male	3	"1a,3b,,"	"1a,4b,,"	",5b,,"	"4a,1b,,"	",4b,1i,"	1913	6/4/2021	6/1/2021	Check	0.2	30:09:00	25.33333333	25.43333333	25.76666667	26.11666667	26.23333333	21.8	24.5	2.7
Dsan	Dsan	1300.13	female	4	",4b,,"	",4b,1i,"	",2b,1i,"	",5b,,"	",4b,,"	1917	6/11/2021	6/8/2021	Check	0.6	30:36:00	19.35	19.8	22.33333333	22.93333333	25.3	22.9	24.6	1.7
Dsan	Dsan	CAR1566.4	female	1	",3b,1i,"	"2a,2b,,"	"2a,,2i,"	"1a,3b,,"	"1a,2b,,"	1917	6/11/2021	6/8/2021	Check	0.6	30:36:00	17.88333333	19.5	24.81666667	25.23333333	26.1	22.9	24.6	1.7
Dsan	Dsan	line2	female	3	",1b,3i,"	",1b,3i,"	",2b,1i,"	",2b,3i,"	",,3i,"	1917	6/11/2021	6/8/2021	Check	0.6	30:36:00	14.63333333	15.83333333	17.85	18.7	20.51666667	22.9	24.6	1.7
Dsan	Dsan	OBAT1200.5	female	4	"3a,,,"	"3a,1b,,"	"3a,1b,1i,"	"3a,1b,,"	"2a,1b,1i,"	1917	6/11/2021	6/8/2021	Check	0.6	30:36:00	19.91666667	22.46666667	27.45	29.83333333	30	22.9	24.6	1.7
Dsan	Dsan	OBAT1200.5	female	5	"2a,,,"	"2a,,1i,"	"1a,1b,1i,"	"1a,1b,,"	"1a,1b,,"	1917	6/11/2021	6/8/2021	Check	0.6	30:36:00	18.95	20	22.16666667	27.48333333	29.95	22.9	24.6	1.7
Dsan	Dsan	OBAT1400.5	female	3	"2a,2b,,"	"3a,1b,,"	"2a,2b,1i,"	"2a,2b,1i,"	"2a,1b,1i,"	1917	6/11/2021	6/8/2021	Check	0.6	30:36:00	22.4	25.76666667	26.7	30	30	22.9	24.6	1.7
Dsan	Dsan	CAR1566.4	female	2	",2b,,"	",4b,,"	",4b,,"	"1a,2b,1i,"	",2b,,"	1906	6/17/2021	6/14/2021	Check	0.233333333	30:14:00	20.23333334	22.38333334	25.35	25.56666667	26.13333334	22	23.4	1.4
Dsan	Dsan	line2	female	4	",,2i,"	"0a,,,"	",,3i,"	",,1i,"	"0a,,,"	1906	6/17/2021	6/14/2021	Check	0.233333333	30:14:00	13.83333334	18.4	18.4	18.2	26.55	22	23.4	1.4
Dsan	Dsan	line2	female	5	",3b,2i,"	",4b,,"	",4b,1i,"	",1b,4i,"	",1b,3i,"	1906	6/17/2021	6/14/2021	Check	0.233333333	30:14:00	22.51666667	23	24.23333334	25.33333334	27.71666667	22	23.4	1.4
Dsan	Dsan	Thera6	female	5	"1a,4b,,"	"2a,2b,,"	"3a,2b,,"	"3a,2b,,"	"2a,2b,,"	1906	6/17/2021	6/14/2021	Check	0.233333333	30:14:00	28.56666667	29.56666667	29.75	30	30	22	23.4	1.4
Dsan	Dsan	line2	male	4	"1a,2b,,"	"2a,1b,,"	"1a,2b,,"	"1a,2b,1i,"	"1a,,,"	1906	6/17/2021	6/14/2021	Check	0.233333333	30:14:00	25.66666667	28.71666667	30	30	30	22	23.4	1.4
Dsan	Dsan	line2	male	5	"4a,,,"	"4a,,,"	"3a,1b,,"	"4a,,1i,"	"2a,,,"	1906	6/17/2021	6/14/2021	Check	0.233333333	30:14:00	12.76666667	29.38333334	30	30	30	22	23.4	1.4
Dsan	Dsan	1300.13	female	5	"3a,,1i,"	"1a,2b,1i,"	",4b,1i,"	"2a,2b,,"	"2a,2b,,"	1887	6/24/2021	6/21/2021	Check	0.3	30:16:00	18.73333333	19.71666667	24.36666667	24.96666667	29.65	21.7	23.7	2
